variance,speedKmh,class
1.477853264259492372e+00,3.761413403111276477e+00,1.000000000000000000e+00
7.713228388830594140e-01,5.259977940235744853e+01,3.000000000000000000e+00
2.077921682354675781e+00,2.022628611602792148e+01,2.000000000000000000e+00
8.380911251619957425e-02,1.232652437111950577e-01,0.000000000000000000e+00
5.644120319988980145e-02,3.551151975522522930e-01,0.000000000000000000e+00
4.187087802690898641e-01,8.747317090325915956e+01,3.000000000000000000e+00
4.993428306022465457e-02,7.391160456649548127e-02,0.000000000000000000e+00
1.164888222166171605e+00,6.012844539621875839e+01,3.000000000000000000e+00
8.756810017200307161e-01,5.020160942366929113e+00,1.000000000000000000e+00
1.425009967697258073e+00,5.052321305858167477e+01,3.000000000000000000e+00
3.067981901582625071e+00,1.850808247210823509e+01,2.000000000000000000e+00
1.403503133234165645e+00,1.919906385525792558e+01,2.000000000000000000e+00
1.508522442576024081e-02,1.910879960487211759e-01,0.000000000000000000e+00
1.011984327032464437e+00,4.815071481694211286e+01,3.000000000000000000e+00
1.152597630426303033e+00,4.108448445985422026e+00,1.000000000000000000e+00
3.560656224324976193e-02,1.987753227153085389e-01,0.000000000000000000e+00
8.610879436027145672e-01,4.666150149730489360e+00,1.000000000000000000e+00
4.648167938789590087e-02,1.171004989077927827e-01,0.000000000000000000e+00
2.454349570924856463e-02,2.614166700043425440e-01,0.000000000000000000e+00
3.106970095865958098e-02,2.384065448939307330e-01,0.000000000000000000e+00
6.718327127758391137e-01,5.897212552823027210e+01,3.000000000000000000e+00
1.256030029343123466e+00,5.938149221479617879e+00,1.000000000000000000e+00
3.345471286295371272e+00,1.966869002820197920e+01,2.000000000000000000e+00
1.249871383387824331e+00,5.499906970802094719e+01,3.000000000000000000e+00
5.599383694080188878e-01,9.802381371506015739e+01,3.000000000000000000e+00
9.199767607768200017e-01,7.906250090752173776e+01,3.000000000000000000e+00
2.639950556843018506e-02,2.005243699718183281e-01,0.000000000000000000e+00
5.669277256629202677e-01,5.507875023740102449e+01,3.000000000000000000e+00
6.114244452437831573e-02,2.307299520876609500e-01,0.000000000000000000e+00
2.890045677073725727e+00,1.896509341858804021e+01,2.000000000000000000e+00
3.305261500795675822e+00,1.668762509902976987e+01,2.000000000000000000e+00
1.853547401102046521e+00,1.432710529113190390e+01,2.000000000000000000e+00
1.217297411308875699e+00,5.925926405903175720e+01,3.000000000000000000e+00
2.224430035162852537e+00,1.969652893689463369e+01,2.000000000000000000e+00
3.061051228130095767e-02,2.443819428146228601e-01,0.000000000000000000e+00
1.308900638667897631e+00,6.230052158294834186e+01,3.000000000000000000e+00
2.698133409723570075e+00,1.819342324443035963e+01,2.000000000000000000e+00
5.185304999292136285e-01,5.878678372370758609e+01,3.000000000000000000e+00
7.704556369017875883e-02,2.662130674521047125e-01,0.000000000000000000e+00
5.121569052736468786e-02,2.955142320501238373e-01,0.000000000000000000e+00
9.666549937227373324e-01,3.281450476172980135e+00,1.000000000000000000e+00
9.418759904148141793e-01,5.167137723639123159e+00,1.000000000000000000e+00
1.578068382304357531e+00,1.758463204804867885e+01,2.000000000000000000e+00
3.401707792619137471e+00,1.791808638147020361e+01,2.000000000000000000e+00
5.681434435017138629e-01,5.127228218946862626e+01,3.000000000000000000e+00
4.171614973654912406e-01,7.342680152900931034e+01,3.000000000000000000e+00
1.073704655753921156e+00,3.784314158224396873e+00,1.000000000000000000e+00
5.908003526986405074e-02,1.300274492007414406e-01,0.000000000000000000e+00
1.118797818624443607e+00,2.397884531694521826e+01,3.000000000000000000e+00
2.875424941518054528e-02,7.522168180351505862e-02,0.000000000000000000e+00
4.511172895715787612e-01,4.515058828603903862e+01,3.000000000000000000e+00
2.354910355113513987e+00,1.617065128704185284e+01,2.000000000000000000e+00
1.603626013846493281e+00,3.915255968046464474e+00,1.000000000000000000e+00
3.078722458080425037e-02,2.899599875433250817e-01,0.000000000000000000e+00
1.216717473686608431e+00,4.486861683141798451e+00,1.000000000000000000e+00
1.658865095838184089e+00,4.075304981663743220e+00,1.000000000000000000e+00
3.553074429348298396e-02,3.502357052096028434e-01,0.000000000000000000e+00
2.124349920169754311e-02,1.207127167737655909e-01,0.000000000000000000e+00
8.333616573324162946e-01,4.852011560042665650e+00,1.000000000000000000e+00
1.027901397935929051e+00,4.253777412037599071e+00,1.000000000000000000e+00
1.921254107496083385e+00,2.016714407348331406e+01,2.000000000000000000e+00
2.059662461566613256e+00,1.210093023187199535e+01,2.000000000000000000e+00
1.038072095907191628e+00,3.232877741211421352e+00,1.000000000000000000e+00
9.703055506282708825e-03,1.944452301103381242e-01,0.000000000000000000e+00
3.568712051622269787e-01,7.001688949888914237e+01,3.000000000000000000e+00
1.076436910163259819e+00,4.252662301225088370e+00,1.000000000000000000e+00
1.102192940349647543e+00,4.657243821209259949e+00,1.000000000000000000e+00
4.660898671573836527e-01,5.947188486082146142e+01,3.000000000000000000e+00
9.536181585444198916e-01,7.793678631731063433e+01,3.000000000000000000e+00
2.887853406655810140e+00,1.596685389074368189e+01,2.000000000000000000e+00
1.508746691197693002e+00,4.497117968727545545e+00,1.000000000000000000e+00
2.676427070463224117e-02,3.687141635072564982e-01,0.000000000000000000e+00
1.527452055576738577e+00,4.655271994318646023e+00,1.000000000000000000e+00
8.065975224044868996e-04,2.588317206484576638e-01,0.000000000000000000e+00
2.104658799618326803e+00,1.795407045248101241e+01,2.000000000000000000e+00
6.344575532185499078e-01,5.583766285454920819e+01,3.000000000000000000e+00
2.071311731288327795e+00,1.840062271434684860e+01,2.000000000000000000e+00
1.056702765970464863e+00,5.039855593733283179e+00,1.000000000000000000e+00
3.470686333524088119e-02,3.058424486849588009e-01,0.000000000000000000e+00
1.071935679015773912e+00,5.335328701655257966e+00,1.000000000000000000e+00
1.877243027137944331e+00,2.675016023928651521e+01,3.000000000000000000e+00
6.271131280361197380e-02,2.035263551971728813e-01,0.000000000000000000e+00
5.885626394466437761e-01,4.713640212695406895e+00,1.000000000000000000e+00
2.383012794213624705e-02,2.975119733417751489e-01,0.000000000000000000e+00
1.479974558702852994e+00,1.508515788446804606e+01,2.000000000000000000e+00
3.314570966946461111e-02,2.857659623202019605e-01,0.000000000000000000e+00
3.038850407038220514e+00,1.374490280120090446e+01,2.000000000000000000e+00
7.793585965307894825e-02,2.115674634292858680e-01,0.000000000000000000e+00
9.177058718487308697e-01,5.737486065815390646e+01,3.000000000000000000e+00
2.406899548725749405e+00,1.804406458418759129e+01,2.000000000000000000e+00
1.888115519652097563e+00,1.356326529367761324e+01,2.000000000000000000e+00
3.591151758552877382e-01,6.426393256475378735e+01,3.000000000000000000e+00
1.521530266843954537e-01,4.615158040252288174e+01,3.000000000000000000e+00
5.319261509900286011e-01,7.022405199049961766e+01,3.000000000000000000e+00
7.530908480562194252e-02,1.124381746615242816e-01,0.000000000000000000e+00
7.292670856739125185e-01,2.990559251937995455e+01,3.000000000000000000e+00
3.509223767994259363e-02,3.179297184063826776e-01,0.000000000000000000e+00
8.975741067247786642e-01,5.211704636498749821e+00,1.000000000000000000e+00
2.319394579513256893e+00,1.709259094053561512e+01,2.000000000000000000e+00
1.368890771007171159e+00,5.342913437286271439e+00,1.000000000000000000e+00
1.427096584993605477e+00,4.001487578860188243e+00,1.000000000000000000e+00
4.723272050095268099e-02,2.324166352488442333e-01,0.000000000000000000e+00
1.933725593885047722e+00,4.009769047612491200e+00,1.000000000000000000e+00
1.277916750516444599e+00,4.440453256719963271e+00,1.000000000000000000e+00
5.857434070810065840e-01,6.883881299138818122e+01,3.000000000000000000e+00
4.044602312854903570e-01,5.141395550965479799e+01,3.000000000000000000e+00
5.251334695530012614e-02,8.167414873342249138e-02,0.000000000000000000e+00
1.909159543025678252e+00,1.630725720402783452e+01,2.000000000000000000e+00
1.042643920116067768e+00,3.341588879667004797e+00,1.000000000000000000e+00
2.150830186602625371e+00,1.469037490283495018e+01,2.000000000000000000e+00
1.042832267714789207e+00,5.890211998767427559e+01,3.000000000000000000e+00
1.298078212129248676e+00,6.339118498895400577e+00,1.000000000000000000e+00
7.046059712816050979e-02,3.032465260551147068e-01,0.000000000000000000e+00
1.504311019505438995e+00,4.521508671195624274e+00,1.000000000000000000e+00
2.052525160853986286e+00,1.625842965058583189e+01,2.000000000000000000e+00
1.150503627573086496e-02,2.010233061019587042e-01,0.000000000000000000e+00
1.205530179919617861e+00,4.138154944600739071e+00,1.000000000000000000e+00
9.064881667154903733e-01,4.840366049427971440e+00,1.000000000000000000e+00
2.358635363296579177e-02,3.277676821898509174e-01,0.000000000000000000e+00
2.306412563863190213e-02,2.966175606448454016e-02,0.000000000000000000e+00
1.297839906672635379e+00,3.279579863260209116e+00,1.000000000000000000e+00
4.393722471738246982e-02,1.377300480179406428e-01,0.000000000000000000e+00
1.180176060405804916e+00,4.804158280804770698e+00,1.000000000000000000e+00
9.287050124686773156e-01,4.996537678040542829e+00,1.000000000000000000e+00
1.232818438381467763e+00,4.728692312579924284e+00,1.000000000000000000e+00
1.498697364100153528e+00,2.186925826224823766e+01,2.000000000000000000e+00
6.991784156635884040e-01,5.066201548364380081e+00,1.000000000000000000e+00
1.251259631438382591e+00,4.143053253428176319e+00,1.000000000000000000e+00
2.549111656806795079e+00,2.168300697741987548e+01,2.000000000000000000e+00
1.207827315063250140e+00,3.954412601601760890e+00,1.000000000000000000e+00
3.946972249101566438e-02,3.532738913002577696e-01,0.000000000000000000e+00
1.526098578243836185e-02,2.868654709091225663e-02,0.000000000000000000e+00
1.417729987169607631e+00,4.767565431989620350e+00,1.000000000000000000e+00
8.629317133347016999e-02,1.724948302848356152e-01,0.000000000000000000e+00
3.869196641352353749e-01,4.495687188818833846e+01,3.000000000000000000e+00
1.130719640937396520e+00,5.465207173206685809e+00,1.000000000000000000e+00
2.963459563452705212e-02,1.322838288487888370e-01,0.000000000000000000e+00
4.137125949612054793e-02,1.400607354555978012e-01,0.000000000000000000e+00
1.170986066438882256e+00,5.563322024105945118e+00,1.000000000000000000e+00
1.972007940974958018e+00,4.652879254415922539e+00,1.000000000000000000e+00
2.526161439206710213e+00,2.075722944896330446e+01,2.000000000000000000e+00
2.124972206483736858e+00,2.404016174257986904e+01,2.000000000000000000e+00
5.736727815063791258e-02,4.699994838353080695e+01,3.000000000000000000e+00
1.648205341392114720e+00,1.716956010033323921e+01,2.000000000000000000e+00
4.515100781445528788e-02,2.322718560338089544e-01,0.000000000000000000e+00
9.485189189828976408e-01,6.538253882490214153e+01,3.000000000000000000e+00
7.015439813193120600e-01,3.431724513031919166e+00,1.000000000000000000e+00
4.010226913284922062e-02,1.281555778747563989e-01,0.000000000000000000e+00
1.053862384870591029e+00,6.605905651869912631e+00,1.000000000000000000e+00
2.658163837351240844e+00,1.389936390475373784e+01,2.000000000000000000e+00
2.670385593994108131e+00,1.884773985146489750e+01,2.000000000000000000e+00
2.186685566965150262e-01,4.658759581846710063e+01,3.000000000000000000e+00
4.428187488260407895e-02,-6.744210003987671787e-03,0.000000000000000000e+00
3.677428576667982063e-02,1.980983792097311402e-01,0.000000000000000000e+00
5.476933159990821087e-02,1.791877749642724893e-01,0.000000000000000000e+00
1.560364176649183365e+00,5.325475631574907887e+00,1.000000000000000000e+00
1.426617367747726739e+00,3.937458859899289898e+00,1.000000000000000000e+00
2.187222964504277556e+00,1.808454347210738433e+01,2.000000000000000000e+00
1.815013384470679281e+00,2.162509869177942790e+01,2.000000000000000000e+00
3.381575248297570557e-02,1.408428611164170285e-01,0.000000000000000000e+00
8.926484224970572534e-02,2.401711722098941459e-01,0.000000000000000000e+00
1.134269841357340658e+00,4.209729151648272882e+00,1.000000000000000000e+00
4.714225143023492715e-02,1.102745628514168463e-01,0.000000000000000000e+00
4.194155098696080580e-02,1.177779604433568661e-01,0.000000000000000000e+00
4.603094684667224934e-02,1.598779528114163684e-01,0.000000000000000000e+00
2.506386952531284962e+00,1.636126665524255230e+01,2.000000000000000000e+00
3.132710717588779725e-01,6.150867277803185829e+01,3.000000000000000000e+00
6.663839253287163755e-01,4.058221564575222651e+00,1.000000000000000000e+00
8.680422273774988096e-01,5.522761490085839498e+00,1.000000000000000000e+00
1.270684367432569850e+00,5.763657716584569712e+00,1.000000000000000000e+00
4.199302730175282633e-02,4.189802933217672276e-01,0.000000000000000000e+00
1.016544659102415427e+00,4.043056808173762562e+00,1.000000000000000000e+00
2.641829968743336199e+00,1.770333104042657268e+01,2.000000000000000000e+00
2.566320038607790011e+00,2.084866240632397094e+01,2.000000000000000000e+00
1.246150275787776707e+00,1.014816533949994692e+02,3.000000000000000000e+00
1.026968600829500033e+00,5.419418661028540640e+00,1.000000000000000000e+00
4.273518749127805938e-01,9.916694908441186840e+01,3.000000000000000000e+00
2.692478583840559603e-01,2.972571214774345805e+01,3.000000000000000000e+00
5.518475344185607145e-01,6.571108149715314539e+01,3.000000000000000000e+00
1.066712021977166414e+00,3.989808012598947240e+00,1.000000000000000000e+00
4.586144946597362632e-02,1.549934528520756361e-01,0.000000000000000000e+00
2.497377170832643323e+00,2.258540527923759456e+01,2.000000000000000000e+00
8.690294804810925200e-01,1.728651572042608819e+01,3.000000000000000000e+00
4.961813289664330773e-01,1.192227306714393364e+00,3.000000000000000000e+00
2.492527671285020910e-02,2.067518481410109132e-01,0.000000000000000000e+00
6.353627545167389590e-01,9.224556515977290871e+01,3.000000000000000000e+00
1.004807229263451784e+00,3.740480888934445414e+00,1.000000000000000000e+00
3.795257134685866007e-01,7.355750639061815832e+01,3.000000000000000000e+00
2.298799802346199961e+00,1.822801617423723286e+01,2.000000000000000000e+00
1.411803921507875481e+00,1.712917636743404515e+01,2.000000000000000000e+00
7.614920361346437794e-01,3.540900811095166034e+01,3.000000000000000000e+00
2.484491539592637910e+00,1.342303105628971593e+01,2.000000000000000000e+00
6.453081642151057284e-01,3.788590663028128347e+01,3.000000000000000000e+00
1.353834522373843718e+00,4.776461818189429209e+01,3.000000000000000000e+00
2.996485912830926940e-02,1.852942618497861460e-01,0.000000000000000000e+00
7.639274627714049970e-01,4.808677411913015476e+01,3.000000000000000000e+00
4.946475249147089942e-02,3.628615545571292067e-01,0.000000000000000000e+00
1.343627902203138949e-02,2.280991867735032708e-01,0.000000000000000000e+00
8.668272463602513245e-01,4.052862522182729244e+00,1.000000000000000000e+00
1.355297706140736747e+00,3.698703992084067416e+00,1.000000000000000000e+00
9.233504027467123176e-01,4.055618304671796182e+00,1.000000000000000000e+00
1.304274511608501275e+00,2.560896538696834313e+00,1.000000000000000000e+00
5.534869458305817502e-02,1.292330534381219143e-01,0.000000000000000000e+00
1.705704446424541443e+00,1.733623912924268495e+01,2.000000000000000000e+00
5.688651211948791975e-01,2.502936053523638549e+01,3.000000000000000000e+00
2.167930826703504010e+00,1.618315338078940613e+01,2.000000000000000000e+00
3.050109377678087569e-02,9.627538456735436345e-02,0.000000000000000000e+00
8.052423192704331045e-01,7.187113444561722986e+01,3.000000000000000000e+00
1.599407185888447602e-02,3.523124077269657595e-01,0.000000000000000000e+00
1.001212872316245894e+00,5.005926191244416401e+00,1.000000000000000000e+00
8.318532692854302413e-01,7.393908809021471029e+01,3.000000000000000000e+00
5.173714187600540748e-02,4.153182457511556680e-01,0.000000000000000000e+00
2.659158303001156742e+00,2.058142046507923695e+01,2.000000000000000000e+00
5.527725892035684208e-01,1.046260029238526386e+02,3.000000000000000000e+00
2.051218248320004101e+00,1.937991642881734933e+01,2.000000000000000000e+00
6.096877826691031732e-01,7.092568496007399403e+01,3.000000000000000000e+00
1.286932457068923785e+00,4.350502684670912501e+00,1.000000000000000000e+00
2.183951848957578143e-02,1.559955513303016295e-01,0.000000000000000000e+00
7.207167599277863879e-01,4.407948286393022386e+01,3.000000000000000000e+00
2.699005054929826120e+00,1.448966092182192256e+01,2.000000000000000000e+00
9.678632402689280045e-01,3.834115541516617043e+00,1.000000000000000000e+00
5.627034434739339175e-02,2.950423838186050363e-01,0.000000000000000000e+00
1.075413625829759523e+00,3.765078442812641590e+00,1.000000000000000000e+00
2.794735244462320356e+00,2.190522386819639422e+01,2.000000000000000000e+00
1.692621634653566742e+00,1.855365390959111238e+01,2.000000000000000000e+00
2.014692833956947204e+00,1.942409469863985905e+01,2.000000000000000000e+00
8.346775205901099115e-01,6.616101079008204522e+01,3.000000000000000000e+00
2.625110871056746564e+00,1.979978618998861251e+01,2.000000000000000000e+00
1.363008057713980481e+00,4.050026579284585537e+00,1.000000000000000000e+00
2.025371147840785646e+00,2.165628555509194797e+01,2.000000000000000000e+00
2.289947075576739266e+00,1.892222009342730260e+01,2.000000000000000000e+00
-5.685401933978430078e-01,2.236301909004721722e+01,3.000000000000000000e+00
4.739196892745323186e-03,2.629628841923612459e-01,0.000000000000000000e+00
1.389834559831885308e+00,3.696687386598345615e+00,1.000000000000000000e+00
2.475026049512276227e+00,1.947292485491475489e+01,2.000000000000000000e+00
2.050636659545356996e-02,2.711614878088889902e-01,0.000000000000000000e+00
2.725327198003806295e+00,1.534559185791929714e+01,2.000000000000000000e+00
1.729868342982908147e-01,5.971095458243441811e+01,3.000000000000000000e+00
1.012554426691296250e+00,4.302258093983522436e+00,1.000000000000000000e+00
4.294569615177826760e-01,3.818067139569603796e+01,3.000000000000000000e+00
2.412082973200958325e+00,2.170827952563131191e+01,2.000000000000000000e+00
2.595893812245295140e-02,2.244966571108722997e-01,0.000000000000000000e+00
1.958057082972839424e+00,1.528827707560563098e+01,2.000000000000000000e+00
2.006458243246833639e-01,5.361892128666763568e+01,3.000000000000000000e+00
5.372520380749026825e-02,4.848089378014477924e-02,0.000000000000000000e+00
1.153296829382376210e+00,4.087164217426100699e+00,1.000000000000000000e+00
2.101825075457511183e+00,1.851124866712646266e+01,2.000000000000000000e+00
4.874689771527146442e-01,4.217615549169425293e+01,3.000000000000000000e+00
5.903217574436334658e-01,6.993398446473042895e+01,3.000000000000000000e+00
1.200899657733946357e+00,2.080295973371782026e+01,2.000000000000000000e+00
1.558503887905715368e+00,1.945950493147860527e+01,2.000000000000000000e+00
2.179509682602587817e-01,4.380792960156708205e+01,3.000000000000000000e+00
7.938931269177899042e-01,7.929703266194914590e+01,3.000000000000000000e+00
9.886968928371722143e-01,3.498768460647644574e+00,1.000000000000000000e+00
2.162243053106080448e-01,6.389214910474485265e+01,3.000000000000000000e+00
7.117372686350511568e-01,3.918290259340105219e+00,1.000000000000000000e+00
2.181225090410522302e-02,2.497998291245449864e-01,0.000000000000000000e+00
1.785270323414583360e-01,7.450191573695994407e+01,3.000000000000000000e+00
5.501643349739342159e-03,1.747431848606839644e-01,0.000000000000000000e+00
5.779829302775550959e-01,3.678787760471151635e+00,1.000000000000000000e+00
5.637866870783356799e-01,6.179161362510497923e+01,3.000000000000000000e+00
2.693341534852576255e-02,1.809661321916392063e-01,0.000000000000000000e+00
7.402520397094236593e-01,2.453935063586236964e+01,3.000000000000000000e+00
1.396309696906217201e+00,4.662338416681039988e+00,1.000000000000000000e+00
2.159641709945709032e+00,1.354530609465028945e+01,2.000000000000000000e+00
3.531693250553328417e-02,4.806300340459865317e-02,0.000000000000000000e+00
3.770527117066201778e-02,3.479944138890025962e-01,0.000000000000000000e+00
1.849004156096622609e+00,2.026002486331359620e+01,2.000000000000000000e+00
1.617393005594702782e-02,2.120295631711898998e-01,0.000000000000000000e+00
2.471800077297216180e+00,2.125768669749473361e+01,2.000000000000000000e+00
1.966149399344054416e+00,1.617146339352214923e+01,2.000000000000000000e+00
5.889940379797454773e-01,2.249655060708511201e+01,3.000000000000000000e+00
5.517938440986534798e-02,1.779030400466777018e-01,0.000000000000000000e+00
1.064751321043276189e+00,7.416607694402127038e+01,3.000000000000000000e+00
4.710718123154640224e-01,4.161230816827153234e+01,3.000000000000000000e+00
-1.073757462251406780e-01,5.833788854742610397e+01,3.000000000000000000e+00
6.477377306005064339e-01,4.666706246358041987e+00,1.000000000000000000e+00
8.055631398635659801e-01,8.252100501544336453e+01,3.000000000000000000e+00
6.007065795784048701e-02,1.689733243406544017e-01,0.000000000000000000e+00
1.648813293446754979e+00,5.006345454204408796e+00,1.000000000000000000e+00
2.647462188472220923e+00,1.544843863737209944e+01,2.000000000000000000e+00
1.263305240160785381e+00,5.014178207894035566e+00,1.000000000000000000e+00
1.350275156287314093e+00,4.472009207602430259e+00,1.000000000000000000e+00
1.449100744963273568e+00,5.287457918781266919e+00,1.000000000000000000e+00
1.225976936241869986e+00,5.250627044780798336e+00,1.000000000000000000e+00
2.647596610013866147e+00,2.301771716051310790e+01,2.000000000000000000e+00
7.490571140645680970e-01,5.435436472356538040e+00,1.000000000000000000e+00
2.911234550949634570e-02,1.018491348952049180e-01,0.000000000000000000e+00
4.221845179419732308e-02,2.462103474263270808e-01,0.000000000000000000e+00
1.359952773958086336e+00,1.227549706731998782e+02,3.000000000000000000e+00
1.183324598726863464e+00,3.287404708002214626e+00,1.000000000000000000e+00
4.116417436891999654e-02,1.486133082663306515e-01,0.000000000000000000e+00
8.161269099792894943e-01,2.866612105260567311e+00,1.000000000000000000e+00
5.026534866226712445e-02,1.436275447196025401e-01,0.000000000000000000e+00
2.176539710560408292e+00,1.816994977469132166e+01,2.000000000000000000e+00
2.506758986365208663e+00,1.857614734947009438e+01,2.000000000000000000e+00
3.289020117900593454e-01,5.941474372630043632e+01,3.000000000000000000e+00
1.214425483998414546e+00,4.301985091558796270e+00,1.000000000000000000e+00
4.531888643666710514e-01,6.217119411553046149e+01,3.000000000000000000e+00
7.850335308775449605e-03,6.797667929793579922e-02,0.000000000000000000e+00
1.863254687878066029e+00,2.300971351305421919e+01,2.000000000000000000e+00
1.346812368368375257e+00,2.740955234703934096e+00,1.000000000000000000e+00
1.673292218413171994e+00,1.917541201620764113e+01,2.000000000000000000e+00
2.113464087858065277e+00,1.690403534606367231e+01,2.000000000000000000e+00
7.353935373846764989e-01,5.785395711991542100e+01,3.000000000000000000e+00
1.122122594590918565e+00,5.353339751671323477e+00,1.000000000000000000e+00
2.488069652973755597e-01,4.583186466179074614e+01,3.000000000000000000e+00
7.518723109031555385e-01,1.259405868725994182e+01,2.000000000000000000e+00
2.298955391731324127e+00,1.375885650928506010e+01,2.000000000000000000e+00
3.416143283501858474e-01,3.612726336487040157e+01,3.000000000000000000e+00
2.803231973398985222e-01,7.838308347220002759e+01,3.000000000000000000e+00
1.196297874415438306e-02,2.959270826085206862e-01,0.000000000000000000e+00
4.183521553071004734e-02,2.624119817052155135e-01,0.000000000000000000e+00
1.126846026935946155e+00,9.465029998970183556e+01,3.000000000000000000e+00
8.186934272805517221e-01,5.055818844605745710e+01,3.000000000000000000e+00
6.177901193934732388e-02,1.750963960443621681e-01,0.000000000000000000e+00
3.157015676933393244e+00,1.855007975933746778e+01,2.000000000000000000e+00
9.362480106018211679e-01,5.663712362830420943e+01,3.000000000000000000e+00
1.699642333338772904e+00,4.323228660936268675e+00,1.000000000000000000e+00
4.346361851702364165e-02,6.955304994951469477e-02,0.000000000000000000e+00
2.382480501233112946e+00,1.752441128091908951e+01,2.000000000000000000e+00
2.262788226735771513e+00,1.840960599324821345e+01,2.000000000000000000e+00
6.280208652452725637e-01,8.377826742949285688e+01,3.000000000000000000e+00
5.302782502611595727e-02,2.213979910734222289e-01,0.000000000000000000e+00
1.728788313683227162e-01,7.032356574229916646e+01,3.000000000000000000e+00
1.208526420768980536e+00,5.427991556239778248e+01,3.000000000000000000e+00
1.876531611147213230e+00,1.912216970954271744e+01,2.000000000000000000e+00
3.056136268421133159e-02,3.644967713501283679e-01,0.000000000000000000e+00
1.301548922248324303e+00,3.424439591172578012e+00,1.000000000000000000e+00
2.310359262005989289e-01,6.478493728222298387e+01,3.000000000000000000e+00
8.158711942511149839e-01,4.774180277102162862e+00,1.000000000000000000e+00
1.053718132778251881e+00,4.677707017306969917e+00,1.000000000000000000e+00
2.519365111014592706e+00,1.388429657120593141e+01,2.000000000000000000e+00
1.844510444141387803e-02,2.311250154543536273e-01,0.000000000000000000e+00
1.651862456552399383e+00,1.395862113141091143e+01,2.000000000000000000e+00
9.993243592591841695e-01,8.201919269997142692e+01,3.000000000000000000e+00
1.764607348942510034e+00,3.396544617588378223e+00,1.000000000000000000e+00
1.924847423077290065e+00,1.960952953071121030e+01,2.000000000000000000e+00
3.272574563886694321e+00,1.933380800466042260e+01,2.000000000000000000e+00
5.914530822606255400e-01,5.033877896633121196e+01,3.000000000000000000e+00
4.818394359443882169e-01,6.895433851620555288e+01,3.000000000000000000e+00
1.586196092431503946e+00,2.268453359018055693e+01,2.000000000000000000e+00
2.039826345902840288e+00,1.579341017223070054e+01,2.000000000000000000e+00
6.061999044991901731e-02,1.979098406035851854e-01,0.000000000000000000e+00
3.973005550524132123e-02,3.586016816145352060e-01,0.000000000000000000e+00
2.711285216004820420e+00,1.606944530885957079e+01,2.000000000000000000e+00
2.899677718293001139e+00,1.899264069664337029e+01,2.000000000000000000e+00
3.019558402722033907e+00,2.079777249561927022e+01,2.000000000000000000e+00
1.099264590212961412e+00,5.156385744957891148e+00,1.000000000000000000e+00
4.947184861270363665e-02,1.474244978319239063e-01,0.000000000000000000e+00
6.490681263979182214e-01,8.784930600128657829e+01,3.000000000000000000e+00
1.059378283678702015e+00,5.178371424090830288e+01,3.000000000000000000e+00
3.489854668827159223e+00,1.680109144315619218e+01,2.000000000000000000e+00
6.083174830701630897e-01,7.938914401053473568e+01,3.000000000000000000e+00
2.311957067032330837e+00,2.171484921430090509e+01,2.000000000000000000e+00
2.896001143172299841e+00,2.044721163761789029e+01,2.000000000000000000e+00
1.899316178024393231e+00,1.854306467611112197e+01,2.000000000000000000e+00
3.061633692807803064e-01,5.802823735431476848e+01,3.000000000000000000e+00
4.069025911271869633e-01,8.001164636085957227e+01,3.000000000000000000e+00
2.130205185922413147e+00,2.027746548090794221e+01,2.000000000000000000e+00
2.395445461556762121e-02,1.840061470036573055e-01,0.000000000000000000e+00
1.188709589272545442e+00,4.428211444570218980e+00,1.000000000000000000e+00
1.708756303230845486e+00,1.725392662144935940e+01,2.000000000000000000e+00
2.571297163947264264e-02,2.622849932347499080e-01,0.000000000000000000e+00
6.285645629030041370e-02,2.097676098548831858e-01,0.000000000000000000e+00
5.359195497869351926e-02,3.119574911434577213e-01,0.000000000000000000e+00
6.758326466394973808e-01,5.673866072112472381e+01,3.000000000000000000e+00
1.162263923970105584e+00,4.679030361311118824e+00,1.000000000000000000e+00
3.014198311564268984e+00,2.178775231028154735e+01,2.000000000000000000e+00
1.259425428230356525e+00,5.016387344912859980e+00,1.000000000000000000e+00
2.220971140748953521e-02,4.060747924881987214e-01,0.000000000000000000e+00
3.041963845728934412e+00,1.916573581359289236e+01,2.000000000000000000e+00
7.746239216630671498e-01,4.902550184518077003e+01,3.000000000000000000e+00
2.285684887167434981e-02,-3.923217776010068381e-03,0.000000000000000000e+00
1.974337759331152437e-02,3.632411303931635249e-01,0.000000000000000000e+00
2.447840943986302698e+00,1.508079317735533387e+01,2.000000000000000000e+00
7.327921322276058635e-01,5.605323159385347509e+01,3.000000000000000000e+00
1.446951175188574190e+00,4.967142548260770951e+00,1.000000000000000000e+00
1.823017705566662094e+00,1.486557241793689954e+01,2.000000000000000000e+00
3.355876967588648785e-02,3.876170839215886676e-01,0.000000000000000000e+00
1.183711540044656285e+00,4.617370949146658354e+00,1.000000000000000000e+00
1.341637026533675225e+00,7.102970752080935313e+01,3.000000000000000000e+00
3.158709354469282221e-02,3.475356216949552213e-01,0.000000000000000000e+00
1.353521592902307447e+00,2.416862138982096653e+01,2.000000000000000000e+00
5.409589654805324610e-01,7.520111927379204531e+01,3.000000000000000000e+00
2.786364509629682296e+00,1.797264301006739018e+01,2.000000000000000000e+00
2.415020823595535049e+00,1.698874208664588181e+01,2.000000000000000000e+00
3.980900315087130270e-01,4.758304803497767921e+01,3.000000000000000000e+00
